BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,LATITUDE,LONGITUDE
Brokered by KELLER WILLIAMS REALTY LANDMARK II,House,918888,3,2,2184.207862,East Elmhurst,"30-36 88th StEast Elmhurst, NY 11369",United States,New York,Queens County,40.760703,-73.880887
Brokered by COMPASS,Townhouse,2400000,4,2,1892.0,Brooklyn,"396 A 9th St Unit 2Brooklyn, NY 11215",United States,New York,Kings County,40.6674938,-73.9832146
Brokered by Jamie & Connie Real Estate Grp,House,1730000,6,2,3024.0,Little Neck,"45-12 244th StLittle Neck, NY 11362",United States,New York,Queens County,40.765022,-73.7422005
Brokered by Sowae Corp,Multi-family home,425000,5,2,2184.207862,Bronx,"755 Coster StBronx, NY 10474",United States,New York,Bronx County,40.8159966,-73.8881001
Brokered by East Coast REALTORS Inc,House,2500000,5,2,1450.0,Flushing,"33-02 Parsons BlvdFlushing, NY 11354",United States,New York,Queens County,40.7679673,-73.8246067
Brokered by RE MAX Elite,House,998000,4,4,2000.0,Staten Island,"336 Bethel AveStaten Island, NY 10307",United States,New York,Richmond County,40.515251,-74.235145
Brokered by Coldwell Banker Advantage,House,1195000,4,4,2688.0,Staten Island,"222 Hart BlvdStaten Island, NY 10301",United States,New York,Richmond County,40.6296431,-74.1005274
Brokered by RE MAX Real Estate Professionals,House,1649000,3,2,2052.0,Brooklyn,"1217 84th StBrooklyn, NY 11228",United States,New York,Kings County,40.6164182,-74.0142443
"Brokered by Homes R Us Realty of NY, Inc.",House,955000,4,4,2100.0,Staten Island,"82 Vineland AveStaten Island, NY 10312",United States,New York,Richmond County,40.551184,-74.1840649
Brokered by LJ Realty Team Inc,Multi-family home,949000,6,3,2184.207862,Jamaica,"117-37 141st StJamaica, NY 11436",United States,New York,Queens County,40.677393,-73.800094
Brokered by Keller Williams Rlty Landmark,House,880000,3,2,1743.0,Flushing,"190-16 33rd AveFlushing, NY 11358",United States,New York,Queens County,40.7668312,-73.7911175
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Townhouse,1250000,8,2,2184.207862,New York,"246 E 58th St # ThNew York, NY 10022",United States,New York,New York County,40.7600248,-73.9653546
"Brokered by Tom Crimmins Realty, Ltd.",Contingent,899999,3,2,1784.0,Staten Island,"61 Prescott AveStaten Island, NY 10306",United States,New York,Richmond County,40.5788586,-74.11209
Brokered by J Milo Real Estate,Condo,198000,1,1,750.0,Queens,"118-18 Union Tpke Unit 7DQueens, NY 11415",New York,Queens County,Queens,40.7127599,-73.83433
Brokered by Howard Hanna | Rand Realty,House,549000,5,3,496.0,Bronx,"2808 Wickham AveBronx, NY 10469",United States,New York,Bronx County,40.8679701,-73.836565
Brokered by RE MAX Elite,House,1088888,3,4,1320.0,Brooklyn,"1568 W 2nd StBrooklyn, NY 11204",United States,New York,Kings County,40.6090909,-73.9762651
Brokered by CAROZZA NICHOLAS M,House,888000,4,2,2686.0,Bronx,"3079 Giegerich PlBronx, NY 10465",United States,New York,Bronx County,40.8130775,-73.8063357
Brokered by All American Realty Management,For sale,65000,3,1,230.0,Manhattan,"1287266 45 Madison St Unit 1Manhattan, NY 10038",New York,New York County,New York,40.7120703,-73.9983258
Brokered by Real Broker NY LLC,House,1449999,3,2,2184.207862,Long Island City,"21-89 47th StLong Island City, NY 11105",United States,New York,Queens County,40.7697773,-73.9014478
Brokered by Serhant,Townhouse,14900000,5,5,2184.207862,New York,"45 W 70th StNew York, NY 10023",United States,New York,New York County,40.7758194,-73.9785263
Brokered by Flateau Realty Corp,Coming Soon,1695000,5,2,2250.0,Ny,"871 Putnam AveNy, NY 11221",United States,New York,Kings County,40.686947,-73.9261885
Brokered by EXP Realty,House,2499000,5,2,4100.0,Forest Hills,"152 Whitson StForest Hills, NY 11375",United States,New York,Queens County,40.7107701,-73.8406935
Brokered by Sotheby's International Realty - Downtown Manhattan,Townhouse,1970000,4,4,2508.0,Brooklyn,"59 Duffield StBrooklyn, NY 11201",United States,New York,Kings County,40.6965326,-73.9839654
Brokered by COMPASS,Co-op,1895000,2,2,2184.207862,Brooklyn,"905 Union St Apt 1Brooklyn, NY 11215",New York,Kings County,Brooklyn,40.673976,-73.973535
Brokered by DiTommaso Real Estate,House,689000,3,2,1248.0,Staten Island,"46 Kirshon AveStaten Island, NY 10314",United States,New York,Richmond County,40.6137764,-74.1600305
Brokered by Martino Realty Group,House,649999,3,2,1440.0,Staten Island,"219 Slater BlvdStaten Island, NY 10305",United States,New York,Richmond County,40.5803331,-74.0885167
Brokered by EXP Realty,House,669000,3,2,864.0,Staten Island,"74 Holly StStaten Island, NY 10304",United States,New York,Richmond County,40.5993523,-74.0953882
Brokered by Corcoran Westside Columbus,House,800000,3,2,825.0,Brooklyn,"1485 E 53rd StBrooklyn, NY 11234",United States,New York,Kings County,40.6222734,-73.924094
Brokered by COMPASS,Co-op,2375000,1,2,2184.207862,Manhattan,"10 Bleecker St Apt 5DManhattan, NY 10012",New York,New York County,New York,40.7252187,-73.9929764
Brokered by Corcoran West Side Gallery,For sale,2400000,6,6,6688.0,Brooklyn,"726 Nostrand AveBrooklyn, NY 11216",United States,New York,Kings County,40.6738566,-73.9506085
Brokered by eXp Realty BKNY,House,390000,2,1,586.0,Staten Island,"231 Freeborn StStaten Island, NY 10306",United States,New York,Richmond County,40.574103,-74.0931668
Brokered by COMPASS,Condo,2250000,1,1,2184.207862,Manhattan,"302 W 12th St Apt 7FManhattan, NY 10014",New York,New York County,New York,40.737308,-74.0046666
Brokered by RE MAX Edge,House,1450000,4,2,2700.0,Staten Island,"308 Poillon AveStaten Island, NY 10312",United States,New York,Richmond County,40.5273093,-74.1753435
Brokered by ROCKAWAY PROPERTIES,Condo,725000,2,2,792.0,Brooklyn,"627 Wilson Ave Apt 3Brooklyn, NY 11207",New York,Kings County,Brooklyn,40.6898164,-73.9062474
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op,269000,1,1,2184.207862,Bronx,"4901 Henry Hudson Pkwy W Apt 5FBronx, NY 10471",New York,Bronx County,The Bronx,40.8968048,-73.9087471
Brokered by COMPASS,Co-op,695000,2,2,2184.207862,Manhattan,"575 Park Ave Unit 1101Manhattan, NY 10065",New York,New York County,New York,40.7651716,-73.9678719
Brokered by Winzone Realty Inc,House,1300000,3,2,2184.207862,Bronx,"246 Newman AveBronx, NY 10473",United States,New York,Bronx County,40.8109146,-73.853921
Brokered by Ilite Realty Inc,Co-op,459000,3,2,1250.0,Brooklyn,"2475 W 16th St Apt 19HBrooklyn, NY 11214",United States,New York,Kings County,40.5866482,-73.9845156
"Brokered by Robert DeFalco Realty, Inc.",House,689999,3,2,1008.0,Staten Island,"596 College AveStaten Island, NY 10302",United States,New York,Richmond County,40.621814,-74.1406264
Brokered by Winzone Realty Inc,Co-op,425000,3,2,1405.0,Corona,"58-03 Calloway St Unit 2P2Corona, NY 11368",United States,New York,Queens County,40.7381853,-73.8581248
Brokered by Douglas Elliman - 575 Madison Ave,House,10000000,5,4,6800.0,New York,"166 E 64th StNew York, NY 10065",United States,New York,New York County,40.764989,-73.9655331
Brokered by Byson Real Estate Company - Byson Real Estate Company,Co-op,1525000,2,2,2184.207862,New York,"67 Riverside Dr Apt 1CNew York, NY 10024",New York,New York County,New York,40.784623,-73.9826586
Brokered by Brp Associates Inc,Multi-family home,1499000,9,6,3519.0,Brooklyn,"2619 Shore PkwyBrooklyn, NY 11223",United States,New York,Kings County,40.583514,-73.9738903
"Brokered by Robert DeFalco Realty, Inc.",House,519000,3,2,1480.0,Staten Island,"62 Simmons LnStaten Island, NY 10314",United States,New York,Richmond County,40.5939378,-74.1843153
Brokered by Queens Quality Management,Co-op,358000,2,1,2184.207862,Bayside,"212-79 16 Ave Unit 183Bayside, NY 11360",New York,Queens County,Queens,40.7855174,-73.7797613
Brokered by COMPASS,Co-op,975000,3,1,2184.207862,Manhattan,"360 W 22nd St Apt 9JManhattan, NY 10011",New York,New York County,New York,40.7455051,-74.0016003
Brokered by Pride Estates,Co-op,498000,2,1,975.0,Brooklyn,"138 71st St Apt E10Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.6351164,-74.0311609
Brokered by Laffey Real Estate,Co-op,385000,1,2,900.0,Bayside,"1805 215th St Apt 4SBayside, NY 11360",New York,Queens County,Queens,40.7839299,-73.77643
Brokered by Progress Realty Inc.,Multi-family home,999000,6,2,3144.0,Bronx,"851 Van Nest AveBronx, NY 10462",United States,New York,Bronx County,40.8451067,-73.8601577
Brokered by COMPASS,Co-op,399000,1,1,2184.207862,Jackson Heights,"34-41 85th St Unit 3UJackson Heights, NY 11372",New York,Queens County,Queens,40.7531191,-73.8818757
Brokered by Staten Island Premiere Properties,Contingent,599000,4,4,2800.0,Staten Island,"77 Harbour CtStaten Island, NY 10308",United States,New York,Richmond County,40.5387352,-74.1423893
Brokered by Staten Island Premiere Properties,House,829888,4,2,1800.0,Staten Island,"70 Savo LoopStaten Island, NY 10309",10309,United States,New York,40.521278,-74.2230351
"Brokered by Dynasty Real Estate, Inc.",Townhouse,699998,3,2,1548.0,Staten Island,"159 Freedom AveStaten Island, NY 10314",United States,New York,Richmond County,40.5953144,-74.1628286
Brokered by Daniel Gale Sotheby's International Realty,Co-op,1088000,5,2,2184.207862,Forest Hills,"20 Continental Ave Unit 5EFForest Hills, NY 11375",New York,Queens County,Queens,40.7186003,-73.8453488
Brokered by WW Realty Group Inc,House,999000,6,2,1280.0,Bronx,"3426 Boller AveBronx, NY 10475",United States,New York,Bronx County,40.8808173,-73.8350832
Brokered by New York Realty Minimax,Multi-family home,1188888,15,9,2184.207862,Ridgewood,"677 Grandview AveRidgewood, NY 11385",United States,New York,Queens County,40.7075546,-73.9036964
Brokered by NextHome Residential,Co-op,265000,1,1,700.0,Bayside,"23-45 Bell Blvd Unit 5KBayside, NY 11360",New York,Queens County,Queens,40.7824499,-73.7765099
"Brokered by MAXIMILLION REALTY, INC.",Co-op,288000,1,1,845.0,Brooklyn,"3901 Nostrand Ave Apt 4CBrooklyn, NY 11235",New York,Kings County,Brooklyn,40.5894827,-73.9395372
Brokered by COMPASS,Co-op,999995,3,2,1750.0,Manhattan,"205 E 63rd St Unit 11EFManhattan, NY 10065",New York,New York County,New York,40.7640501,-73.964336
Brokered by Corcoran East Side,Co-op,1495000,2,2,1350.0,New York,"200 E 74th St Apt 6BNew York, NY 10021",New York,New York County,New York,40.7708195,-73.9595235
Brokered by Corcoran Park Avenue South,Co-op,925000,1,1,1000.0,New York,"235 E 73rd St # 4BNew York, NY 10021",New York,New York County,New York,40.7699425,-73.9583558
Brokered by Realty Connect USA LLC,Co-op,349000,2,1,2184.207862,Kew Gardens,"84-70 129 St N Unit 5UKew Gardens, NY 11415",New York,Queens County,Queens,40.7050355,-73.8241699
Brokered by AI Realty Brokerage LLC,Condo,2000000,4,4,3000.0,New York,"444 E 57th St Apt 2DNew York, NY 10022",New York,New York County,New York,40.7573479,-73.9614914
Brokered by Century 21 Realty First,Condo,839000,3,2,1376.0,Brooklyn,"8895 26th Ave Apt 5ABrooklyn, NY 11214",United States,New York,Kings County,40.5905451,-73.9910402
Brokered by Platinum Properties of Long Island,Co-op,329000,1,1,820.0,Forest Hills,"111-39 76th Rd Unit E6Forest Hills, NY 11375",New York,Queens County,Queens,40.7157399,-73.83672
Brokered by Keller Williams Hudson Valley,Multi-family home,899000,6,3,3683.0,Bronx,"948 E 217th StBronx, NY 10469",United States,New York,Bronx County,40.8796143,-73.856153
Brokered by Citadel Circle Realty,House,615000,3,2,2184.207862,Brownville,"534 Powell StBrownville, NY 11212",United States,New York,Kings County,40.6610456,-73.9019953
Brokered by Sotheby's International Realty - Downtown Manhattan,Condo,800000,2,2,1257.0,New York,"309 E 108th St Apt 5FNew York, NY 10029",New York,New York County,New York,40.7917785,-73.9406204
Brokered by Coldwell Banker Advantage,Condo,430000,2,2,1248.0,Staten Island,"527 Willow Rd E Unit 2Staten Island, NY 10314",New York,Richmond County,Staten Island,40.6123868,-74.1511288
Brokered by Jessica Viola,Contingent,499000,3,2,1288.0,Staten Island,"625 Goethals Rd NStaten Island, NY 10314",United States,New York,Richmond County,40.6166867,-74.1576647
Brokered by Keller Williams Realty Liberty,Co-op,439500,3,2,1400.0,Kew Gardens,"83-80 118th St Unit 3OKew Gardens, NY 11415",New York,Queens County,Queens,40.7047878,-73.8344551
Brokered by Prime Properties Long Island,Co-op,299000,1,1,2184.207862,Kew Gardens,"118-18 Union Tpke Unit 17GKew Gardens, NY 11415",New York,Queens County,Queens,40.7123992,-73.8339305
"Brokered by Robert DeFalco Realty, Inc.",House,2580000,8,2,6493.0,Staten Island,"60 Lyman PlStaten Island, NY 10304",United States,New York,Richmond County,40.6050685,-74.0969483
Brokered by RE MAX Distinguished Homes & Properties,Condo,200000,1,1,613.0,Bronx,"1700 Metropolitan Ave Apt MhBronx, NY 10462",United States,New York,Bronx County,40.840459,-73.8542045
Brokered by Oxford Property Group,Co-op,425000,3,1,2184.207862,New York,"504 W 135th St Apt 1BNew York, NY 10031",New York,New York County,New York,40.8189893,-73.953108
Brokered by BESMATCH REAL ESTATE,Co-op,69000,1,1,850.0,Bronx,"1185 Anderson Ave Apt 2EBronx, NY 10452",New York,Bronx County,The Bronx,40.8366623,-73.9239586
Brokered by Corcoran West Side Gallery,Condo,1995000,3,2,1546.0,New York,"272 W 107th St Apt 8DNew York, NY 10025",New York,New York County,New York,40.8018548,-73.9672877
Brokered by COMPASS,Co-op,230000,1,1,620.0,Manhattan,"255 W 108th St Apt 1FManhattan, NY 10025",New York,New York County,New York,40.8028416,-73.9670229
Brokered by Crifasi Real Estate Inc,Co-op,220000,1,1,590.0,Briarwood,"82-35 134th St Unit 2DBriarwood, NY 11435",New York,Queens County,Queens,40.7130136,-73.8230375
Brokered by E Realty International Corp,Co-op,198000,3,1,2184.207862,Flushing,"42-40 Bowne St Unit 6FFlushing, NY 11355",New York,Queens County,Queens,40.756144,-73.8213672
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op,1495000,1,2,2184.207862,Manhattan,"48 Gramercy Park N Apt 1BManhattan, NY 10010",New York,New York County,New York,40.7382884,-73.9851838
Brokered by Corcoran West Side,Co-op,475000,1,1,615.0,New York,"520 E 90th St Apt 1LNew York, NY 10128",New York,New York County,New York,40.7779975,-73.9445342
Brokered by Rad Marketing Corp,Co-op,199900,2,1,2184.207862,Rosedale,"234-04 131 Ave Unit 2Rosedale, NY 11422",New York,Queens County,Queens,40.6779049,-73.733881
Brokered by Joanne Costa Realty,House,1150000,2,2,1444.0,Staten Island,"91 Flagg CtStaten Island, NY 10304",United States,New York,Richmond County,40.5882505,-74.1087291
Brokered by Corcoran Park Slope,House,1575000,3,2,2184.207862,Brooklyn,"530 4th StBrooklyn, NY 11215",United States,New York,Kings County,40.6683947,-73.9762195
Brokered by KELLER WILLIAMS REALTY LANDMARK II,Co-op,229000,1,1,2184.207862,Jackson Heights,"33-05 92nd St Unit 1BJackson Heights, NY 11372",New York,Queens County,Queens,40.7562792,-73.8758052
Brokered by Corcoran SoHo,For sale,2700000,8,4,2184.207862,Brooklyn,"122 Willoughby AveBrooklyn, NY 11205",United States,New York,Kings County,40.6914843,-73.9676428
Brokered by C J Robin's Real Estate,Condo,320000,2,2,936.0,Bronx,"1860 Story Ave Unit 36CBronx, NY 10473",New York,Bronx County,The Bronx,40.8236857,-73.8611313
Brokered by RE MAX Edge,Co-op,295000,2,1,700.0,Brooklyn,"1275 E 5th St Apt 6ABrooklyn, NY 11230",New York,Kings County,Brooklyn,40.6196386,-73.9707307
Brokered by Spire Group Inc.- Main Office,House,550000,3,2,2184.207862,Brooklyn,"4211 Snyder AveBrooklyn, NY 11203",United States,New York,Kings County,40.6498755,-73.9375091
Brokered by Serhant,Condo,285000,2,1,1000.0,Bronx,"1439 Metropolitan Ave Apt 6ABronx, NY 10462",New York,Bronx County,The Bronx,40.8362269,-73.8612346
Brokered by Voro Llc,Co-op,328000,1,1,800.0,Elmhurst,"83-30 Vietor Ave Unit 414Elmhurst, NY 11373",New York,Queens County,Queens,40.743059,-73.880983
Brokered by Skylux Realty,Multi-family home,1388000,4,3,2184.207862,Flushing,"25-02 169th StFlushing, NY 11358",United States,New York,Queens County,40.774158,-73.7957477
Brokered by EXP Realty,Multi-family home,3000000,10,10,2184.207862,Brooklyn Heights,"120 Pierrepont StBrooklyn Heights, NY 11201",United States,New York,Kings County,40.6949321,-73.9928542
Brokered by New York Realty Minimax,Multi-family home,2198888,7,6,2184.207862,Ridgewood,"662 Seneca AveRidgewood, NY 11385",United States,New York,Queens County,40.7032697,-73.9088462
Brokered by Howard Hanna | Rand Realty,Multi-family home,650000,6,2,2310.0,Bronx,"936 Taylor AveBronx, NY 10473",United States,New York,Bronx County,40.8244358,-73.8633737
Brokered by Corcoran Park Avenue South,Condo,1100000,1,2,890.0,New York,"247 W 46th St Apt 1506New York, NY 10036",New York,New York County,New York,40.7598542,-73.9874427
Brokered by Gosen Properties Inc,Townhouse,2649000,5,4,4050.0,Brooklyn,"282 Macon StBrooklyn, NY 11216",United States,New York,Kings County,40.6820924,-73.9393924
Brokered by Corcoran Park Slope,Co-op,849000,2,1,800.0,Brooklyn,"299 13th St Apt 3DBrooklyn, NY 11215",New York,Kings County,Brooklyn,40.6662599,-73.9870141
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,For sale,6500000,2,2,2184.207862,New York,"995 Fifth Ave Apt 11NNew York, NY 10028",New York,New York County,New York,40.778004,-73.962547
Brokered by HOULIHAN LAWRENCE - LaGrangeville,Co-op,560000,3,1,550.0,New York,"165 W End Ave Apt 16CNew York, NY 10023",New York,New York County,New York,40.777244,-73.9868738
Brokered by RE MAX Elite,Co-op,418888,2,1,900.0,Brooklyn,"946 59th St Apt 4BBrooklyn, NY 11219",New York,Kings County,Brooklyn,40.6339124,-74.0058434
Brokered by RE MAX Real Estate Professionals,Multi-family home,2600000,3,3,3978.0,Brooklyn,"99 Bay 11th StBrooklyn, NY 11228",United States,New York,Kings County,40.6083914,-74.0100209
Brokered by Velez Realty Corp,Multi-family home,899000,8,2,2160.0,Bronx,"3214 Seymour AveBronx, NY 10469",United States,New York,Bronx County,40.8728082,-73.8469489
Brokered by CENTURY 21 Dawn's Gold Realty,Multi-family home,979000,8,3,2860.0,Brooklyn,"309 E 96th StBrooklyn, NY 11212",United States,New York,Kings County,40.6597134,-73.9195979
