TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,SUBLOCALITY,LATITUDE,LONGITUDE,AREA_PER_ROOM,BATH_PER_BED,TOTAL_ROOMS,SQFT_PER_BED,BATH_ROOM_DIFF,SIZE_CATEGORY
Co-op,12.861001210669146,1,1,2184.207862,Other,"35-40 82nd St Unit 2AJackson Heights, NY 11372",New York,Queens,40.7505242,-73.8847507,728.0692873333334,0.5,2,1092.103931,0,Large
Condo,13.815511557963774,1,1,773.0,New York,"18 W 48th St Apt 9CNew York, NY 10036",New York,New York,40.7574596,-73.9793586,257.6666666666667,0.5,2,386.5,0,Small
Pending,14.845130332288226,5,4,3400.0,Brooklyn,"232 Argyle RdBrooklyn, NY 11218",United States,Kings County,40.6435168,-73.9669556,340.0,0.6666666666666666,9,566.6666666666666,-1,Large
Co-op,11.775297421715827,3,1,2184.207862,Jamaica,"87-15 165th St Unit 4BJamaica, NY 11432",New York,Queens,40.7104509,-73.7982064,436.8415724,0.25,4,546.0519655,-2,Large
Contingent,13.57964770824215,4,2,1865.0,Staten Island,"600 Annadale RdStaten Island, NY 10312",United States,Richmond County,40.5476973,-74.1752129,266.42857142857144,0.4,6,373.0,-2,Medium
House,13.589865129563993,3,2,760.0,Other,"58-13 Waldron StCorona, NY 11368",United States,Queens County,40.7392555,-73.8523054,126.66666666666667,0.5,5,190.0,-1,Small
Co-op,13.112315061750808,1,1,2184.207862,New York,"54 E 1st St Apt 2CNew York, NY 10003",New York,New York,40.7238926,-73.9893733,728.0692873333334,0.5,2,1092.103931,0,Large
Condo,13.22672519452875,1,1,649.0,Other,"158-15 Union Tpke Unit 411NFresh Meadows, NY 11366",New York,Queens,40.7206509,-73.808539,216.33333333333334,0.5,2,324.5,0,Small
Co-op,14.057672900043293,3,2,2184.207862,New York,"111 E 36th St # 5ABNew York, NY 10016",New York,New York,40.7482245,-73.9795398,364.0346436666667,0.5,5,546.0519655,-1,Large
Co-op,12.762830066509972,2,1,2184.207862,Other,"83-75 118 St Unit 2IKew Gardens, NY 11415",New York,Queens,40.7052273,-73.8336358,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
House,14.731801689838349,3,2,2184.207862,Brooklyn,"1203 8th AveBrooklyn, NY 11215",United States,Kings County,40.6637132,-73.9806843,364.0346436666667,0.5,5,546.0519655,-1,Large
Pending,14.038654909278163,1,1,2184.207862,Manhattan,"17 W 10th St Apt 3NManhattan, NY 10011",New York,New York,40.7340094,-73.9963862,728.0692873333334,0.5,2,1092.103931,0,Large
Townhouse,14.72979968796928,8,8,5374.0,Bronx,"211 W 252nd St Unit TownhouseBronx, NY 10471",United States,Bronx County,40.8980177,-73.8977004,316.11764705882354,0.8888888888888888,16,597.1111111111111,0,Luxury
Co-op,13.527696476799726,3,1,830.0,New York,"51 W 106th St Apt 3DNew York, NY 10025",New York,New York,40.798921,-73.961553,166.0,0.25,4,207.5,-2,Small
House,14.1519120777994,4,4,3149.0,Staten Island,"292 Raritan AveStaten Island, NY 10305",United States,Richmond County,40.5900537,-74.0906619,349.8888888888889,0.8,8,629.8,0,Large
Condo,13.763047105524546,2,2,950.0,Brooklyn,"115 96th St Apt 6ABrooklyn, NY 11209",New York,Brooklyn,40.6163216,-74.0374941,190.0,0.6666666666666666,4,316.6666666666667,0,Small
Pending,13.560619598657233,4,2,1230.0,Other,"92-19 241st StBellerose, NY 11426",United States,Queens County,40.7258337,-73.7268795,175.71428571428572,0.4,6,246.0,-2,Medium
House,13.07107218827772,3,2,1280.0,Bronx,"912 Cranford AveBronx, NY 10466",United States,Bronx County,40.9034885,-73.8435964,213.33333333333334,0.5,5,320.0,-1,Medium
Condo,14.769097459938507,3,3,1449.0,Manhattan,"200 E 94th St Apt 2610Manhattan, NY 10128",New York,New York,40.7833546,-73.9499982,207.0,0.75,6,362.25,0,Medium
Multi-family home,13.99699926803766,3,1,2726.0,Staten Island,"354 Buel AveStaten Island, NY 10305",United States,Richmond County,40.5837427,-74.0909372,545.2,0.25,4,681.5,-2,Large
Condo,13.527829818844937,1,1,654.0,Brooklyn,"129 Meserole St Apt 3BBrooklyn, NY 11206",New York,Brooklyn,40.708157,-73.944452,218.0,0.5,2,327.0,0,Small
Condo,13.477238101919994,2,2,1040.0,Brooklyn,"217 Bay 49th St Unit 3ABrooklyn, NY 11214",United States,Kings County,40.5855131,-73.9883977,208.0,0.6666666666666666,4,346.6666666666667,0,Medium
Co-op,12.611541086966115,1,1,2184.207862,Other,"64-09 39 Ave Unit 1Woodside, NY 11377",New York,Queens,40.7464499,-73.89982,728.0692873333334,0.5,2,1092.103931,0,Large
Co-op,14.80690913338268,3,3,2184.207862,Manhattan,"316 W 79th St Apt 7WManhattan, NY 10024",New York,New York,40.7843128,-73.9814804,312.0296945714286,0.75,6,546.0519655,0,Large
Co-op,13.017005083966255,2,2,2184.207862,Other,"254-15 74 Ave Unit 1STGlen Oaks, NY 11004",New York,Queens,40.7475547,-73.718359,436.8415724,0.6666666666666666,4,728.0692873333334,0,Large
Co-op,13.457407451830088,1,1,2184.207862,New York,"760 W End Ave Apt 6CNew York, NY 10025",New York,New York,40.7959993,-73.9723278,728.0692873333334,0.5,2,1092.103931,0,Large
Co-op,12.323860125621126,1,1,2184.207862,Other,"269-10 Grand Central Pkwy Unit 9PFloral Park, NY 11005",United States,Queens County,40.7577974,-73.7159601,728.0692873333334,0.5,2,1092.103931,0,Large
Condo,15.594691413761826,3,4,2539.0,Brooklyn,"30 Front St Unit 15ABrooklyn, NY 11201",New York,Brooklyn,40.7022,-73.990838,317.375,1.0,7,634.75,1,Large
Co-op,12.449022745701502,1,1,2184.207862,Other,"245-18 62nd Ave Unit UpperLittle Neck, NY 11362",United States,Queens County,40.755562,-73.7316684,728.0692873333334,0.5,2,1092.103931,0,Large
Multi-family home,14.731801689838349,12,2,4140.0,Brooklyn,"1694 64th StBrooklyn, NY 11204",United States,Kings County,40.6210191,-73.9921739,276.0,0.15384615384615385,14,318.46153846153845,-10,Large
House,14.55506458866523,4,4,3223.0,Jamaica,"166-21 Goethals AveJamaica, NY 11432",United States,Queens County,40.7200361,-73.8007029,358.1111111111111,0.8,8,644.6,0,Large
House,16.142788361109663,7,6,5200.0,New York,"1211 Park AveNew York, NY 10128",United States,New York County,40.7854792,-73.9528586,371.42857142857144,0.75,13,650.0,-1,Luxury
Co-op,13.527829818844937,1,1,2184.207862,Brooklyn,"200 Congress St Apt 5DBrooklyn, NY 11201",New York,Brooklyn,40.6880273,-73.9950123,728.0692873333334,0.5,2,1092.103931,0,Large
Townhouse,14.913789791175573,9,8,5560.0,Manhattan,"1937 Madison Ave Unit TownhouseManhattan, NY 10035",United States,New York County,40.8052328,-73.9407352,308.8888888888889,0.8,17,556.0,-1,Luxury
Co-op,12.201065128819632,3,1,650.0,Brooklyn,"207 Ocean Pkwy Ste 1HBrooklyn, NY 11218",New York,Brooklyn,40.6449836,-73.9738362,130.0,0.25,4,162.5,-2,Small
Multi-family home,14.038654909278163,7,3,1800.0,Brooklyn,"2528 West StBrooklyn, NY 11223",United States,Kings County,40.58761,-73.9698943,163.63636363636363,0.375,10,225.0,-4,Medium
Co-op,14.70134249472477,2,2,1300.0,Manhattan,"50 E 10th St Apt 6BManhattan, NY 10003",New York,New York,40.731874,-73.9921379,260.0,0.6666666666666666,4,433.3333333333333,0,Medium
Pending,12.230770136157428,1,1,660.0,Other,"5921 Calloway St Apt 2UCorona, NY 11368",New York,Queens,40.7376662,-73.8566546,220.0,0.5,2,330.0,0,Small
Co-op,14.731801689838349,5,6,3860.0,Manhattan,"870 United Nations Plaza Plz Units 37 & 38CManhattan, NY 10017",United States,New York County,40.7524819,-73.9654633,321.6666666666667,1.0,11,643.3333333333334,1,Large
Co-op,15.067988057145726,6,8,6000.0,Manhattan,"190 E 72nd St Units 23C & 24ABCManhattan, NY 10021",United States,New York County,40.7698703,-73.9611404,400.0,1.1428571428571428,14,857.1428571428571,2,Luxury
Co-op,13.38318953651709,1,2,1000.0,Manhattan,"45 Sutton Pl S Apt 14GManhattan, NY 10022",United States,New York County,40.7556274,-73.9614685,250.0,1.0,3,500.0,1,Small
Pending,13.499430382731967,2,1,2184.207862,New York,"193 Bleecker St Apt 12BNew York, NY 10012",New York,New York,40.7293904,-74.0013331,546.0519655,0.3333333333333333,3,728.0692873333334,-1,Large
Multi-family home,13.814010433339758,3,2,2184.207862,Brooklyn,"929 Rogers AveBrooklyn, NY 11226",United States,Kings County,40.6476837,-73.9519338,364.0346436666667,0.5,5,546.0519655,-1,Large
Multi-family home,13.547632419997361,4,2,1152.0,Bronx,"858 E 223rd StBronx, NY 10466",United States,Bronx County,40.8847302,-73.8563591,164.57142857142858,0.4,6,230.4,-2,Medium
Condo,13.303018546545275,2,2,705.0,Other,"37-32 89th St Unit 1BJackson Heights, NY 11372",New York,Queens,40.7494499,-73.8778676,141.0,0.6666666666666666,4,235.0,0,Small
Condo,16.257857680289998,5,5,5276.0,Manhattan,"39 Lispenard St Unit 3RDFLOORManhattan, NY 10013",United States,New York County,40.7198832,-74.0033836,479.6363636363636,0.8333333333333334,10,879.3333333333334,0,Luxury
